year,month,BNFCode,BNFName,TotalItems,TotalCost
2015,2015-05-01,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg          ,15719,829441.7400000006
2016,2016-05-01,0208020AAAAAAAA,Edoxaban_Tab 15mg                       ,6,108.53999999999999
2014,2014-02-01,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,397,21155.559999999983
2013,2013-06-01,0208020V0AAASAS,Warfarin Sod_Tab 500mcg                 ,69345,130297.9799999999
2011,2011-10-01,0208020V0AAAIAI,Warfarin Sod_Liq Spec 5mg/5ml           ,63,7834.319999999997
2018,2018-02-01,0208020Y0BBABAB,Xarelto_Tab 15mg,127,4547.109799999999
2017,2017-12-01,0208020V0AAADAD,Warfarin Sod_Tab 5mg,105844,106833.11508000034
2013,2013-10-01,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,131306,180145.74
2017,2017-01-01,0208020H0AAAAAA,Acenocoumarol_Tab 1mg,1275,6522.805100000001
2018,2018-09-01,0208020Z0AAAAAA,Apixaban_Tab 2.5mg,139620,5666456.344350005
2016,2016-04-01,0208020Y0BBADAD,Xarelto_Tab 2.5mg                       ,4,186.57
2016,2016-11-01,0208020Z0BBAAAA,Eliquis_Tab 2.5mg                       ,272,11055.29
2012,2012-09-01,0208020Y0BBACAC,Xarelto_Tab 20mg                        ,5,410.32
2017,2017-03-01,0208020Z0AAAAAA,Apixaban_Tab 2.5mg,91106,3670872.3588200007
2013,2013-06-01,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg          ,7794,396049.04999999993
2011,2011-04-01,0208020V0BBAFAS,Marevan_Tab 500mcg                      ,673,459.33
2013,2013-12-01,0208020Y0AAACAC,Rivaroxaban_Tab 20mg                    ,20856,1044402.6599999992
2018,2018-08-01,0208020Y0BBACAC,Xarelto_Tab 20mg,616,29549.456159999987
2014,2014-03-01,0208020Z0BBAAAA,Eliquis_Tab 2.5mg                       ,22,1091.39
2019,2019-01-01,0208020V0BBABAB,Marevan_Tab 3mg,1,1.14264
2014,2014-06-01,0208020H0BBAAAA,Sinthrome_Tab 1mg                       ,1420,6944.8799999999965
2012,2012-06-01,0208020X0BBACAC,Pradaxa_Cap 150mg                       ,41,2483.8399999999992
2017,2017-11-01,0208020X0BBAAAA,Pradaxa_Cap 75mg,16,706.84243
2013,2013-01-01,0208020V0BBAAAA,Marevan_Tab 1mg                         ,617,577.4700000000003
2013,2013-02-01,0208020X0AAACAC,Dabigatran Etexilate_Cap 150mg          ,3567,218227.08000000013
2016,2016-05-01,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,579,22756.10000000001
2012,2012-08-01,0208020Z0BBAAAA,Eliquis_Tab 2.5mg                       ,1,47.45
2015,2015-12-01,0208020X0AAACAC,Dabigatran Etexilate_Cap 150mg          ,14908,969770.539999999
2010,2010-10-01,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,929,4956.61
2013,2013-05-01,0208020N0AAACAC,Phenindione_Tab 50mg                    ,26,2987.28
2017,2017-05-01,0208020Z0BBABAB,Eliquis_Tab 5mg,460,21222.08055
2013,2013-02-01,0208020Y0BBACAC,Xarelto_Tab 20mg                        ,41,2160.24
2016,2016-02-01,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,313248,434889.7399999999
2014,2014-02-01,0208020V0BBABAB,Marevan_Tab 3mg                         ,228,143.63000000000002
2014,2014-04-01,0208020Y0AAAAAA,Rivaroxaban_Tab 10mg                    ,1575,81324.41999999998
2015,2015-02-01,0208020N0AAAAAA,Phenindione_Tab 10mg                    ,42,14111.19
2017,2017-03-01,0208020Z0AAABAB,Apixaban_Tab 5mg,140152,6764555.38484001
2016,2016-11-01,0208020N0AAAAAA,Phenindione_Tab 10mg                    ,45,83165.22
2010,2010-11-01,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,261431,409983.68
2012,2012-06-01,0208020Y0BBACAC,Xarelto_Tab 20mg                        ,1,54.16
2014,2014-11-01,0208020X0BBACAC,Pradaxa_Cap 150mg                       ,208,14044.12000000001
2013,2013-05-01,0208020V0AAASAS,Warfarin Sod_Tab 500mcg                 ,75812,142584.24000000008
2014,2014-12-01,0208020Y0BBAAAA,Xarelto_Tab 10mg                        ,22,1209.51
2014,2014-03-01,0208020Y0AAAAAA,Rivaroxaban_Tab 10mg                    ,1560,79601.05000000008
2017,2017-11-01,0208020Y0AAADAD,Rivaroxaban_Tab 2.5mg,531,23445.799099999997
2010,2010-11-01,0208020V0AAAMAM,Warfarin Sod_Liq Spec 3mg/5ml           ,4,540.62
2017,2017-01-01,0208020Z0BBAAAA,Eliquis_Tab 2.5mg,266,10736.505270000001
2016,2016-10-01,0208020N0AAABAB,Phenindione_Tab 25mg                    ,34,52181.77999999999
2012,2012-09-01,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg          ,2982,153549.43999999997
2010,2010-12-01,0208020V0AAARAR,Warfarin Sod_Liq Spec 1.5mg/5ml         ,1,91.37
2014,2014-02-01,0208020Y0BBAAAA,Xarelto_Tab 10mg                        ,17,884.15
2017,2017-11-01,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg,408,17224.63988999999
2011,2011-10-01,0208020X0BBACAC,Pradaxa_Cap 150mg                       ,5,543.31
2011,2011-03-01,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg          ,39,3904.6600000000008
2018,2018-05-01,0208020X0BBACAC,Pradaxa_Cap 150mg,293,15469.961879999997
2016,2016-02-01,0208020Y0AAACAC,Rivaroxaban_Tab 20mg                    ,128884,5951953.3400000045
2014,2014-04-01,0208020N0AAAAAA,Phenindione_Tab 10mg                    ,91,34531.65999999999
2017,2017-05-01,0208020AABBABAB,Lixiana_Tab 30mg,7,432.21957
2015,2015-01-01,0208020Y0BBACAC,Xarelto_Tab 20mg                        ,310,16408.86000000001
2014,2014-04-01,0208020X0BBACAC,Pradaxa_Cap 150mg                       ,178,11964.460000000001
2012,2012-10-01,0208020V0AAANAN,Warfarin Sod_Liq Spec 1mg/5ml           ,6,1287.84
2019,2019-02-01,0208020Y0BBACAC,Xarelto_Tab 20mg,576,27089.337680000004
2014,2014-06-01,0208020V0AAANAN,Warfarin Sod_Liq Spec 1mg/5ml           ,3,979.9
2016,2016-08-01,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,1288,6301.260000000001
2018,2018-07-01,0208020AABBABAB,Lixiana_Tab 30mg,30,1183.5630800000001
2011,2011-12-01,0208020V0AAAVAV,Warfarin Sod_Liq Spec 10mg/5ml          ,1,158.15
2012,2012-01-01,0208020V0AAAVAV,Warfarin Sod_Liq Spec 10mg/5ml          ,1,120.2
2014,2014-09-01,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,342957,500890.39999999985
2015,2015-08-01,0208020Z0BBABAB,Eliquis_Tab 5mg                         ,249,13310.890000000005
2012,2012-09-01,0208020Y0AAAAAA,Rivaroxaban_Tab 10mg                    ,285,13642.529999999992
2017,2017-05-01,0208020X0AAACAC,Dabigatran Etexilate_Cap 150mg,17554,892579.1423199987
2018,2018-11-01,0208020AAAAACAC,Edoxaban_Tab 60mg,23265,1119638.3371400014
2013,2013-04-01,0208020Z0AAAAAA,Apixaban_Tab 2.5mg                      ,147,7059.289999999999
2017,2017-12-01,0208020Z0AAAAAA,Apixaban_Tab 2.5mg,118885,4821319.974660001
2016,2016-03-01,0208020AABBACAC,Lixiana_Tab 60mg                        ,2,108.88
2015,2015-02-01,0208020Y0BBAAAA,Xarelto_Tab 10mg                        ,21,1115.89
2018,2018-10-01,0208020Y0BBAAAA,Xarelto_Tab 10mg,35,1882.7612199999999
2015,2015-07-01,0208020V0AAAAAA,Warfarin Sod_Tab 1mg                    ,430707,862171.7300000001
2017,2017-12-01,0208020Y0AAAEAE,Rivaroxaban_Init Tt/Pack (Tab 15mg/20mg),23,1961.3204799999999
2011,2011-11-01,0208020N0AAABAB,Phenindione_Tab 25mg                    ,649,84391.68999999999
2013,2013-02-01,0208020V0AABBBB,Warfarin Sod_Oral Susp 1mg/1ml S/F      ,176,18478.25000000001
2018,2018-08-01,0208020AAAAAAAA,Edoxaban_Tab 15mg,122,5180.77806
2013,2013-08-01,0208020Z0AAAAAA,Apixaban_Tab 2.5mg                      ,605,28179.509999999995
2016,2016-08-01,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,604,25095.83
2018,2018-07-01,0208020Y0BBACAC,Xarelto_Tab 20mg,603,27878.247569999992
2017,2017-03-01,0208020V0BBAAAA,Marevan_Tab 1mg,56,52.488789999999995
2013,2013-01-01,0208020X0AAACAC,Dabigatran Etexilate_Cap 150mg          ,3455,211256.24000000002
2010,2010-09-01,0208020Y0AAAAAA,Rivaroxaban_Tab 10mg                    ,148,12321.699999999995
2011,2011-01-01,0208020V0AAANAN,Warfarin Sod_Liq Spec 1mg/5ml           ,12,2669.88
2013,2013-05-01,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,321,16971.929999999993
2015,2015-03-01,0208020N0AAACAC,Phenindione_Tab 50mg                    ,4,383.96000000000004
2019,2019-02-01,0208020X0BBABAB,Pradaxa_Cap 110mg,318,13574.525430000003
2015,2015-10-01,0208020X0BBACAC,Pradaxa_Cap 150mg                       ,279,18792.649999999983
2016,2016-01-01,0208020Y0AAADAD,Rivaroxaban_Tab 2.5mg                   ,179,6987.1200000000035
2012,2012-04-01,0208020N0AAACAC,Phenindione_Tab 50mg                    ,98,9104.070000000003
2015,2015-05-01,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,535,30009.559999999958
2015,2015-09-01,0208020AABBACAC,Lixiana_Tab 60mg                        ,1,108.82
2015,2015-11-01,0208020Y0BBABAB,Xarelto_Tab 15mg                        ,91,4511.94
2015,2015-10-01,0208020Y0BBABAB,Xarelto_Tab 15mg                        ,110,5668.529999999999
2011,2011-01-01,0208020X0BBABAB,Pradaxa_Cap 110mg                       ,8,843.01
2011,2011-09-01,0208020X0BBABAB,Pradaxa_Cap 110mg                       ,9,590.03
2013,2013-11-01,0208020Y0AAACAC,Rivaroxaban_Tab 20mg                    ,17909,902402.1599999996
2014,2014-05-01,0208020V0BBAAAA,Marevan_Tab 1mg                         ,306,244.04000000000002
2011,2011-12-01,0208020V0BBABAB,Marevan_Tab 3mg                         ,1053,683.9700000000003
2013,2013-01-01,0208020V0AAAAAA,Warfarin Sod_Tab 1mg                    ,386242,608869.9800000001
2017,2017-07-01,0208020X0BBACAC,Pradaxa_Cap 150mg,320,16259.908839999995
2018,2018-10-01,0208020V0AAASAS,Warfarin Sod_Tab 500mcg,56196,105749.29062000045
2013,2013-12-01,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,419,21455.73999999998
2015,2015-05-01,0208020V0BBAFAS,Marevan_Tab 500mcg                      ,29,18.84
2018,2018-11-01,0208020N0AAABAB,Phenindione_Tab 25mg,37,75037.13937
2019,2019-01-01,0208020H0BBAAAA,Sinthrome_Tab 1mg,949,4838.559589999995
2017,2017-02-01,0208020N0AAABAB,Phenindione_Tab 25mg,34,48154.959839999996
2013,2013-01-01,0208020Z0AAAAAA,Apixaban_Tab 2.5mg                      ,31,1984.8399999999995
2016,2016-05-01,0208020N0AAACAC,Phenindione_Tab 50mg                    ,1,143.95
2018,2018-05-01,0208020Z0AAAAAA,Apixaban_Tab 2.5mg,135365,5493541.988199998
2018,2018-04-01,0208020V0AAADAD,Warfarin Sod_Tab 5mg,94394,57926.44078000022
2015,2015-09-01,0208020Y0AAADAD,Rivaroxaban_Tab 2.5mg                   ,139,5718.420000000002
2012,2012-08-01,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,316420,450673.42
2017,2017-12-01,0208020X0BBABAB,Pradaxa_Cap 110mg,376,16311.476150000002
2016,2016-06-01,0208020N0AAABAB,Phenindione_Tab 25mg                    ,37,62854.9
2018,2018-03-01,0208020AAAAACAC,Edoxaban_Tab 60mg,11844,568658.758310004
2013,2013-01-01,0208020V0AAANAN,Warfarin Sod_Liq Spec 1mg/5ml           ,3,767.75
2018,2018-01-01,0208020V0BBAAAA,Marevan_Tab 1mg,32,39.677319999999995
2014,2014-04-01,0208020X0BBAAAA,Pradaxa_Cap 75mg                        ,24,693.25
2013,2013-07-01,0208020V0AAAIAI,Warfarin Sod_Liq Spec 5mg/5ml           ,21,2864.94
2011,2011-10-01,0208020V0BBACAD,Marevan_Tab 5mg                         ,329,257.1100000000001
2018,2018-08-01,0208020AABBACAC,Lixiana_Tab 60mg,119,5430.66993
2013,2013-10-01,0208020Y0AAAAAA,Rivaroxaban_Tab 10mg                    ,1099,59128.82000000002
2016,2016-05-01,0208020N0AAABAB,Phenindione_Tab 25mg                    ,34,49912.83
2018,2018-04-01,0208020Y0BBACAC,Xarelto_Tab 20mg,627,29209.699829999983
2010,2010-12-01,0208020V0AAAMAM,Warfarin Sod_Liq Spec 3mg/5ml           ,5,1244.9399999999998
2012,2012-09-01,0208020Y0AAACAC,Rivaroxaban_Tab 20mg                    ,1060,49313.5
2010,2010-10-01,0208020N0AAACAC,Phenindione_Tab 50mg                    ,704,43732.18999999998
2010,2010-12-01,0208020Y0BBAAAA,Xarelto_Tab 10mg                        ,6,382.33
2017,2017-08-01,0208020X0BBABAB,Pradaxa_Cap 110mg,390,16263.319
2018,2018-05-01,0208020Y0BBADAD,Xarelto_Tab 2.5mg,12,193.97084
2012,2012-02-01,0208020Y0AAAAAA,Rivaroxaban_Tab 10mg                    ,118,5216.319999999999
2015,2015-12-01,0208020Y0AAABAB,Rivaroxaban_Tab 15mg                    ,40253,1726771.9199999995
2013,2013-07-01,0208020N0AAABAB,Phenindione_Tab 25mg                    ,31,8325.4
2018,2018-11-01,0208020V0BBABAB,Marevan_Tab 3mg,11,8.25415
2016,2016-09-01,0208020Z0AAABAB,Apixaban_Tab 5mg                        ,96264,4658073.969999999
2010,2010-09-01,0208020X0BBABAB,Pradaxa_Cap 110mg                       ,3,259.01
2015,2015-02-01,0208020H0BBAAAA,Sinthrome_Tab 1mg                       ,1305,6233.670000000001
2010,2010-11-01,0208020V0AAAVAV,Warfarin Sod_Liq Spec 10mg/5ml          ,8,3241.77
2016,2016-06-01,0208020H0BBAAAA,Sinthrome_Tab 1mg                       ,1328,6522.2699999999995
2018,2018-01-01,0208020AABBABAB,Lixiana_Tab 30mg,19,817.40844
2015,2015-05-01,0208020N0AAACAC,Phenindione_Tab 50mg                    ,2,191.8
2019,2019-02-01,0208020Y0AAACAC,Rivaroxaban_Tab 20mg,232750,11415732.063690027
2015,2015-10-01,0208020X0BBABAB,Pradaxa_Cap 110mg                       ,331,18985.499999999985
2016,2016-07-01,0208020X0BBACAC,Pradaxa_Cap 150mg                       ,292,15019.98
2016,2016-01-01,0208020V0BBAAAA,Marevan_Tab 1mg                         ,107,105.81999999999996
2016,2016-05-01,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,118328,153834.83000000002
2013,2013-02-01,0208020N0AAABAB,Phenindione_Tab 25mg                    ,162,34604.76000000001
2019,2019-02-01,0208020V0AAAAAA,Warfarin Sod_Tab 1mg,240387,295747.08705999964
2012,2012-03-01,0208020V0AABBBB,Warfarin Sod_Oral Susp 1mg/1ml S/F      ,81,7674.429999999997
2016,2016-12-01,0208020X0BBAAAA,Pradaxa_Cap 75mg                        ,44,1228.48
2014,2014-01-01,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,1702,8772.080000000002
2016,2016-10-01,0208020V0AAANAN,Warfarin Sod_Liq Spec 1mg/5ml           ,1,837.07
2011,2011-02-01,0208020V0AAAAAA,Warfarin Sod_Tab 1mg                    ,295320,603024.3200000004
2014,2014-05-01,0208020X0BBABAB,Pradaxa_Cap 110mg                       ,251,14587.789999999988
2014,2014-09-01,0208020N0AAACAC,Phenindione_Tab 50mg                    ,13,671.96
2017,2017-03-01,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg,554,25701.07611000001
2016,2016-08-01,0208020Y0BBABAB,Xarelto_Tab 15mg                        ,130,4898.9400000000005
2014,2014-02-01,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,308573,452059.9799999997
2013,2013-08-01,0208020Z0AAABAB,Apixaban_Tab 5mg                        ,675,38025.78000000008
2017,2017-04-01,0208020Y0AAABAB,Rivaroxaban_Tab 15mg,57489,2133522.304679998
2018,2018-07-01,0208020AAAAAAAA,Edoxaban_Tab 15mg,123,4581.48492
2013,2013-03-01,0208020N0AAACAC,Phenindione_Tab 50mg                    ,30,3225.3299999999995
2014,2014-09-01,0208020N0AAABAB,Phenindione_Tab 25mg                    ,54,17261.03
2012,2012-03-01,0208020Y0AAABAB,Rivaroxaban_Tab 15mg                    ,8,403.54
2012,2012-06-01,0208020X0AAACAC,Dabigatran Etexilate_Cap 150mg          ,1095,65679.99
2015,2015-07-01,0208020V0BBAFAS,Marevan_Tab 500mcg                      ,37,19.619999999999997
2017,2017-05-01,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg,19833,843202.5780199991
2011,2011-05-01,0208020V0AAAAAA,Warfarin Sod_Tab 1mg                    ,327589,606718.8299999997
2014,2014-05-01,0208020Z0AAAAAA,Apixaban_Tab 2.5mg                      ,3715,170247.27000000005
2017,2017-07-01,0208020AAAAACAC,Edoxaban_Tab 60mg,4504,223680.8039500007
2016,2016-12-01,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg          ,19869,842061.6700000004
2012,2012-05-01,0208020V0AABBBB,Warfarin Sod_Oral Susp 1mg/1ml S/F      ,87,8210.989999999996
2015,2015-06-01,0208020Z0AAABAB,Apixaban_Tab 5mg                        ,29348,1619354.0599999998
2014,2014-11-01,0208020V0AABBBB,Warfarin Sod_Oral Susp 1mg/1ml S/F      ,278,30207.430000000055
2015,2015-06-01,0208020V0AAANAN,Warfarin Sod_Liq Spec 1mg/5ml           ,3,577.02
2017,2017-10-01,0208020Y0BBAAAA,Xarelto_Tab 10mg,23,1050.6591400000002
2019,2019-02-01,0208020Z0AAAAAA,Apixaban_Tab 2.5mg,147199,5978042.865719977
2017,2017-08-01,0208020Y0BBACAC,Xarelto_Tab 20mg,655,31521.192979999974
2018,2018-10-01,0208020X0BBAAAA,Pradaxa_Cap 75mg,17,674.23083
2013,2013-06-01,0208020Z0AAABAB,Apixaban_Tab 5mg                        ,242,15212.07999999998
2014,2014-03-01,0208020X0BBACAC,Pradaxa_Cap 150mg                       ,177,11398.10000000001
2012,2012-12-01,0208020X0BBAAAA,Pradaxa_Cap 75mg                        ,16,905.01
2016,2016-11-01,0208020H0BBAAAA,Sinthrome_Tab 1mg                       ,1291,6370.999999999996
2017,2017-10-01,0208020V0AAAIAI,Warfarin Sod_Liq Spec 5mg/5ml,7,1028.70397
2014,2014-09-01,0208020V0BBACAD,Marevan_Tab 5mg                         ,144,102.07000000000001
2018,2018-08-01,0208020X0AAACAC,Dabigatran Etexilate_Cap 150mg,18915,971746.5989199952
2015,2015-09-01,0208020X0AAACAC,Dabigatran Etexilate_Cap 150mg          ,13481,879470.9699999996
2016,2016-01-01,0208020Z0AAAAAA,Apixaban_Tab 2.5mg                      ,37144,1704308.2
2014,2014-07-01,0208020N0AAACAC,Phenindione_Tab 50mg                    ,22,1370.7400000000002
2018,2018-08-01,0208020V0AAADAD,Warfarin Sod_Tab 5mg,94733,83391.50070999976
2017,2017-11-01,0208020Y0BBAEAE,Xarelto_Initiation Tt/Pack(Tab15mg/20mg),7,571.0738200000001
2017,2017-10-01,0208020V0AAASAS,Warfarin Sod_Tab 500mcg,62382,111931.95270000005
2016,2016-07-01,0208020Y0AAACAC,Rivaroxaban_Tab 20mg                    ,157958,7416123.410000003
2011,2011-04-01,0208020V0AAAAAA,Warfarin Sod_Tab 1mg                    ,310053,571101.6599999997
2017,2017-08-01,0208020V0AAAAAA,Warfarin Sod_Tab 1mg,335925,440126.4537099992
2013,2013-07-01,0208020V0BBABAB,Marevan_Tab 3mg                         ,454,349.60999999999996
2015,2015-05-01,0208020V0AAAIAI,Warfarin Sod_Liq Spec 5mg/5ml           ,9,964.0200000000002
2013,2013-06-01,0208020V0AABBBB,Warfarin Sod_Oral Susp 1mg/1ml S/F      ,188,19227.33999999997
2013,2013-12-01,0208020H0BBAAAA,Sinthrome_Tab 1mg                       ,1529,7278.359999999998
2012,2012-09-01,0208020Y0AAABAB,Rivaroxaban_Tab 15mg                    ,367,15315.790000000006
2013,2013-11-01,0208020Z0AAAAAA,Apixaban_Tab 2.5mg                      ,1246,59450.50999999997
2016,2016-09-01,0208020V0AAAIAI,Warfarin Sod_Liq Spec 5mg/5ml           ,10,934.92
2015,2015-08-01,0208020V0BBACAD,Marevan_Tab 5mg                         ,62,47.86000000000002
2014,2014-12-01,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,539,27997.949999999983
2012,2012-07-01,0208020Y0AAACAC,Rivaroxaban_Tab 20mg                    ,476,24881.840000000044
2018,2018-01-01,0208020N0AAABAB,Phenindione_Tab 25mg,27,44599.33212000001
2015,2015-01-01,0208020Z0AAABAB,Apixaban_Tab 5mg                        ,16203,912212.2599999997
2012,2012-09-01,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,173,10997.799999999996
2015,2015-02-01,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,118583,181454.40000000008
2016,2016-07-01,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg          ,18225,767533.9799999999
2014,2014-10-01,0208020V0AAASAS,Warfarin Sod_Tab 500mcg                 ,84520,157707.62000000002
2011,2011-11-01,0208020V0AAAAAA,Warfarin Sod_Tab 1mg                    ,346152,553653.7100000004
2013,2013-09-01,0208020X0AAACAC,Dabigatran Etexilate_Cap 150mg          ,6094,388452.36000000004
2012,2012-02-01,0208020V0AAAIAI,Warfarin Sod_Liq Spec 5mg/5ml           ,98,9287.059999999998
2011,2011-07-01,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,272049,404801.86000000016
2011,2011-10-01,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,102,6565.480000000004
2017,2017-03-01,0208020V0AAAIAI,Warfarin Sod_Liq Spec 5mg/5ml,7,737.7543800000001
2016,2016-05-01,0208020V0AAAMAM,Warfarin Sod_Liq Spec 3mg/5ml           ,4,678.23
2011,2011-09-01,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,112791,161841.13999999996
2011,2011-11-01,0208020V0AAASAS,Warfarin Sod_Tab 500mcg                 ,60989,110532.08999999997
2013,2013-04-01,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,260,13142.73000000001
2011,2011-03-01,0208020X0BBABAB,Pradaxa_Cap 110mg                       ,8,998.8
2016,2016-04-01,0208020N0AAABAB,Phenindione_Tab 25mg                    ,48,81700.39000000001
2015,2015-12-01,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,571,29344.359999999997
2017,2017-05-01,0208020V0AABBBB,Warfarin Sod_Oral Susp 1mg/1ml S/F,306,34857.57404
2010,2010-10-01,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg          ,28,2537.5399999999995
2013,2013-10-01,0208020Y0AAACAC,Rivaroxaban_Tab 20mg                    ,16652,829851.0900000002
2015,2015-12-01,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,1726,8771.759999999991
2012,2012-08-01,0208020Y0BBABAB,Xarelto_Tab 15mg                        ,2,112.41
2017,2017-04-01,0208020AAAAABAB,Edoxaban_Tab 30mg,1894,79555.70677000008
2017,2017-05-01,0208020Y0BBACAC,Xarelto_Tab 20mg,654,29738.715059999995
2011,2011-05-01,0208020V0BBABAB,Marevan_Tab 3mg                         ,1730,1098.0399999999995
